title,requirements
Frontend utvecklare - Sverige - Indeed.com,"Har minst 3 års erfarenhet av frontend-utveckling. Har erfarenhet av något av de större ramverken för komponentbaserade och reaktiva applikationer (React, Angular, Vue m.fl.) Är bekväm med att sätta upp och konfigurera task runners för transpilering/minifiering/prekompilering o.s.v. (t.ex. Grunt, Webpack) Har kunskap av att strukturera och organisera JavaScript och CSS för större projekt (t.ex. kunskap om CSS preprocessorer, ramverk för CSS-in-JS) Flytande språkkunskaper i svenska och engelska, tal och skrift. Har du tidigare erfarenhet av att arbeta som konsult är det ett plus"
Frontend utvecklare / Grafisk designer sökes! - 212 18 Malmö - Indeed.com,erfarenhet av React.js ett bra öga för design och förståelse för vad som fungerar för både webb och mobil goda färdigheter inom kodning i HTML/CSS/Javascript sublima erfarenheter av responsiv webbdesign Grymma kunskaper inom Photoshop/Sketch design Jobba hemifrån Dag Helgarbete förekommer Kväll Måndag till fredag Webbutveckling: 2 år (Meriterande)
Frontend utvecklare till Alstra! - Stockholm - Indeed.com,"Arbeta med nyutveckling i JavaScript samt använda klientramverk Arbeta med Vue, TypeScript, Jest, Storybook och HTML/CSS Vara med och utveckla nya metoder för att effektivisera arbetet Samarbeta internt med övriga utvecklare men också med sälj- och marknadsavdelningen Ha viss kundkontakt Har erfarenhet av frontend utveckling antingen från utbildning eller egna projekt Har ett öga för design, färg och form Har goda kunskaper i JavaScript och bekant med klientramverk Har programmeringsprojekt från skolan eller fritiden att visa upp Har mycket goda kunskaper i svenska, i tal och skrift Relevant eftergymnasial utbildning Erfarenhet av rest API:er Erfarenhet av .NET Start: Omgående, enligt överenskommelse Omfattning: Heltid, inledande provanställning 6 månader Placering: Kontor i Gamla Stan, centrala Stockholm. Möjlighet finns till arbete hemifrån samt på valfri ort"
Frontend-utvecklare - 111 34 Stockholm - Indeed.com,"JavaScript. React. Du kan skapa engagerande digitala upplevelser. Erfarenhet av enterprise-projekt. Ett genuint intresse av frontend. Kompetens inom static site generation, helst Gatsby."
Frontend-utvecklare - Östersund - Indeed.com,"Tjänst:Frontend-utvecklareTjänstgöringsgrad:100%Placeringsort :Det väljer du, där du bor eller på något av våra befintliga kontor i Östersund, Trollhättan, Uppsala, Västerås och finska VasaSemester & annat viktigt: 30 dagars semester, 3 dagar särskild komp + 1 friluftsdag, förtroendearbetstid Om jobbetSom frontend-utvecklare på Adeprimo ingår du i ett kreativt team med creative director, art director, copywriter, interaktionsdesigner, projektledare och andra utvecklare. Arbetet sker i nära samarbete med ditt team och kund vid kravställning, konceptutveckling, utveckling och kreativ förvaltning.Du är inte rädd för att testa nytt och komma med förslag på innovativa lösningar. Du ser helheten, men har också en bra känsla för detaljer.Vi gillar att lära oss nya saker och hoppas att du är likadan. Vår labbverksamhet är en del av vardagen och ger oss utrymme att leka och att växa. Vi söker dig somBrinner för att skapa gränssnitt som kombinerar snygg design och form med prestanda-effektiv kod och användarvänliga interaktioner.Har stark kompetens kring responsiv HTML/CSS, JavaScript och andra webbstandarder.Har erfarenhet av något eller några av de vanligaste ramverken idag, som exempelvis React, Vue, TypeScript, Webpack, med flera.Har erfarenhet av eller är nyfiken på apputveckling för iOS och Android.Tar stort ansvar för produktkvalitet och kundrelationer.Eftersom vi jobbar med ett antal olika projekt i olika miljöer är detta ett lysande tillfälle för dig som gillar att lära dig nya saker och bredda din kompetens.Vi ser även gärna att du är kreativ och har ett innovationstänk kring hur vi levererar lösningar mot kund. Brinner för att skapa gränssnitt som kombinerar snygg design och form med prestanda-effektiv kod och användarvänliga interaktioner. Har stark kompetens kring responsiv HTML/CSS, JavaScript och andra webbstandarder. Har erfarenhet av något eller några av de vanligaste ramverken idag, som exempelvis React, Vue, TypeScript, Webpack, med flera. Har erfarenhet av eller är nyfiken på apputveckling för iOS och Android. Tar stort ansvar för produktkvalitet och kundrelationer. Vi på adeprimo är ett gäng människor somtycker om att ha kul på jobbetvärdesätter individen och hens unikitetvill göra bra saker tillsammans och för våra kundertror att du kommer att gilla oss tycker om att ha kul på jobbet värdesätter individen och hens unikitet vill göra bra saker tillsammans och för våra kunder tror att du kommer att gilla oss Övriga förmånerfriskvårdsbidragfriskvårdstimme/veckalabbtimme /veckaval av arbetsredskap, dvs PC eller Mac + valfri mobiltelefonprenumeration på Mymowo (digital träning) och Mindfully (meditation)kollektivavtalsanslutna, Unionen och Almegaterminalglasögonföretagshälsovårdjust nu tränar vi inför Vasaloppsstafetten 2022 och du är välkommen att joina ! friskvårdsbidrag friskvårdstimme/vecka labbtimme /vecka val av arbetsredskap, dvs PC eller Mac + valfri mobiltelefon prenumeration på Mymowo (digital träning) och Mindfully (meditation) kollektivavtalsanslutna, Unionen och Almega terminalglasögon företagshälsovård just nu tränar vi inför Vasaloppsstafetten 2022 och du är välkommen att joina ! Intresserad?Va kul! Eller känner du kanske någon som borde söka? Härligt! Skicka ett mejl med CV, personligt brev och portfolio till Mattias Rosberg. Om du har frågor kring tjänsten så hör gärna av dig till Mattias.+46 76 771 58 01mattias.rosberg@adeprimo.se"
Webbutvecklare Frontend - 414 63 Göteborg - Indeed.com,"HTML CSS JavaScript/ES6 React REST API Versionshantering, speciellt Git Arbete med lokala utvecklingsmiljöer, t ex. Docker Pre/post processors, t ex. SASS/PostCSS Arbete med och modifiering av byggprocess, ex. webpack/rollup/vite Pakethanterare, ex. NPM, Gulp och Composer Deploy-verktyg via continuous integration pipeline Vue Laravel En känsla för tilltalande och funktionell design"
Kreativ Frontend-/Fullstackutvecklare - 262 31 Ängelholm - Indeed.com,"HTML CSs React Javascript PHP WP CMS miljön Hostingmiljöer och Cpanel Git Servermiljöer Gärna med erfarenhet från libraries som (Three.js, Pixie.js, GSAP, anime.js eller liknande) WP Headless CMS AWS/Docker mm"
Frontend-utvecklare - 111 34 Stockholm - Indeed.com,"Gärna 4 års erfarenhet sedan examen. Erfarenhet av HTML, CSS, SASS, LESS. Erfarenhet av moderna JavaScript ramverk. Du trivs i konsultrollen eller så är du nyfiken på att ta klivet ut som konsult. Goda kunskaper i svenska och engelska."
Frontend-utvecklare - Halmstad - Indeed.com,Erfarenhet att utveckla lättanvända gränssnitt och en fantastisk användarupplevelse. Kunskaper inom HTML/CSS/JavaScript. Erfarenhet av utveckling i React. Ett öga för detaljer och grafisk design. Erfarenhet att jobba med olika typer utav CMS. Gränssnittsdesign och visst arbete med UX. Vana att jobba med API integrationer. Tolka teknisk kravspecifikation och diskutera fram bästa lösningsförslag. Utveckla varierade webbapplikationer i vanlig HTML/CSS/JavaScript. Utveckla varierade webbapplikationer i React. Undersöka och tidsestimera implementering av specifika kundönskemål. Omvärldsbevakning av ny teknik.
"Frontend Engineer, Consumer Innovation, Hardware Products - Stockholm - Indeed.com","Engineering Web Plan, design, and build the best user interface for Car Thing (4” display, one browser, optimized for responsiveness and performance). Plan, design, and build auxiliary systems to Car Thing (customer service interfaces, websites, landing pages, webshops, etc.). Work together with mobile, backend, embedded engineers to create a consistent and optimized architecture. Collaborate with our QA engineers on developing E2E automation and help them test your solution. Deliver testable, maintainable and high-quality code. Work in an environment that supports your individual growth. Share knowledge, promote best practices, and collaborate with some of the best engineers in the company! You are skilled in modern JavaScript, CSS, HTML coding, testing, debugging and automation techniques. In addition, we’d appreciate your proficiency in React. You are interested in diving into various engineering domains and learning about backend, mobile, or embedded engineering. You are comfortable working in an agile environment and challenging yourself and your team to improve their ways of working. You like working in a fast-paced environment, and you thrive on changes. You have experience with continuous delivery and automated testing. You have excellent analytical and problem-solving skills and can communicate your ideas. You are a true team player valuing team successes over personal ones. We are a distributed workforce enabling our band members to find a work mode that is best for them! Where in the world? For this role, it can be within the EMEA region in which we have a work location and is within working hours. Working hours? We operate within the Central European and GMT time zones for collaboration and ask that all be located that time zone. Prefer an office to work from home instead? Not a problem! We have plenty of options for your working preferences. Find more information about our Work From Anywhere options here."
Frontend Developer - 111 40 Stockholm - Indeed.com,"Frontend development and building ready-to-implement modules Building solutions in tight collaboration with the rest of our tech-, design- and commercial team Development of new features Simplify our architecture and allow us to move faster Expand our data coverage and quality for data collection We’re looking for passionate people with a great drive! You will play an important part in taking Insurely to the next level, so you should be comfortable in taking initiatives and focus on the most important aspects of the things that we’re working on We believe you're comfortable with implementing a design sketch to code, but also using our design system to to build great product experiences We’ve built our product with React in the frontend so if you are familiar with that it would be great, but it’s not a must! As always, the most important aspect is your skills! How you gotten there doesn't really matter"
Frontend Developer - 115 26 Stockholm - Indeed.com,5+ years of experience working with Vue.js/Nuxt.js or similar frameworks High proficiency in JavaScript/Typescript and web fundamentals Good understanding of UI design and UX principles Practical experience with headless CMS services Bonus: experience with AWS & serverless architectures
Frontend developer - APPITS232507 - Stockholm - Indeed.com,"5+ Javascript and on of the frameworks (React, Vue) SCSS/CSS HTML/HTML 5 Code testing (unit, integration, smoke, regression, E2E, test coverage) TypeScript Agile methods like Scrum, Kanban English Webpack Azure DevOps Accessibility Next.js AB tests experience Test automation tools Jira Dag Måndag till fredag"
LIA Praktik Frontend - 111 57 Stockholm - Indeed.com,Måndag till fredag
Frontend developer - Sverige - Indeed.com,Build new services to meet critical product and businessa. Articulate a long-term vision for maintaining and scaling our frontend systems and the teams running them. Be a thoughtful technical voice and support your team in making diligent visual decisions. Participate in technical design and code reviews and provide feedback to other engineers on the team. Hands-on experience using unit/integration test frameworks to build fully automated software applications Have great knowledge in Angular At least 4 years of experience in software engineering. Ability to do both long-term thinking and short-term planning. An analytical mind Good problem-solving skills. Familiarity with relational databases and web servers Used to working in Angular & React
Frontend Developer - 111 27 Stockholm - Indeed.com,"Javascript (es5 / es6) JS ecosystem and design patterns React Web performance UX and UI design HTML, CSS Responsive design Write high-performant, reliable and reusable code A/B Testing HotJar"
Frontend Developer - 182 33 Danderyd - Indeed.com,"Join the revolution of how golf is played and experienced all over the world. Create new features and functionality that expand how our partners use and take advantage of our technology. Collaborate with other like-minded developers, on a mission to create opportunities for success for other people. Contribute to the full life-cycle of the product, from idea to implementation, and support post-release. Enjoy our ”Live-with-the-product” sessions where we try the latest improvements and get better at playing golf (previous skill or knowledge in the sport is not required). Professional experience with Angular or some other framework Experience in cross-team collaboration A drive to contribute to the code base, product, and team spirit Breakfasts Conference Cozy-Fika-Fridays After-work with live music and games Pair/Mob programming Padel Gym Dart Table-tennis Yoga Breakfasts Golf simulator in the office Golf tournaments Market-based compensation Performance bonus Private health insurance Pension similar to ITP1 Generous wellness allowance 6 weeks’ vacation Phone Computer Courses Traveling to ranges and tournaments Half-days before public holidays Golfing Green Card 30-45min video interview/presentation of Toptracer 45min-1hr interview with Team Manager. 1hr Technical interview with a domain expert."
Senior Frontend Developer - Code With A Purpose - 211 35 Malmö - Indeed.com,Learning new things is your second nature. You've accomplished plenty and made enough mistakes to consider yourself experienced. You have an innate drive to ship your code and we trust you'll do it properly.
Frontend-utvecklare - 972 38 Luleå - Indeed.com,"Webpack Node.JS VueJS Post-CSS CMS like WordPress, Wagtail Backend frameworks som Laravel, Django Brinner för utveckling, både privat och inom industrin Är anpassningsbar och snabbfotad Gillar kreativa problemlösningar Respekterar våra kunders krav och deadlines, men kan agera som expert när det behövs Är öppen för många olika typer av projekt Vill växa tillsammans med våra kollegor Pratar flytande svenska och är bekväm med engelska Har minst fyra års erfarenhet av frontend-utveckling Ett gott öga för design och interaktivitet Erfarenhet av PHP och WordPress Erfarenhet med WebGL, Three.JS eller liknande En utvecklande och framåtsträvande miljö Den utrustning och teknik du behöver för att göra ett bra jobb En arbetsplats med kollektivavtal Ett generöst friskvårdsbidrag Möjligheten att välja om du vill jobba i Stockholm, Luleå, Piteå eller Skellefteå"
Frontend Developer - Stockholm - Indeed.com,"Work with best practices for the full software development life cycle Translate product strategy and requirement into suitable, maintainable, and scalable solutions Collaborate closely with the product owner and other roles like UX designers, data analysts, and backend developers. Be ready to share best practices as well as discuss and motivate design solutions 5+ Javascript and on of the frameworks (React, Vue) SCSS/CSS HTML/HTML 5 Code testing (unit, integration, smoke, regression, E2E, test coverage) TypeScript Agile methods like Scrum, Kanban English Webpack Azure DevOps Accessibility Next.js AB tests experience Test automation tools Jira"
Frontend Developer Internship - Automation - Stockholm - Indeed.com,"Web Development (CSS, React, GQL, Typescript) React web development Design and UI interest Component development and working with design systems Familiarity with NPM, and JS ES6+ GraphQL or REST API integrations Ability to work well with others in a team environment, as well as independently World leading technique  Top specialists as team peers  International environment  Fast paced & entrepreneurial culture  Warrant program  Wellness grant"
Frontend Developer - 431 37 Mölndal - Indeed.com,"Have experience of HTML, CSS, JavaScript, Vue with Vuetify, TypeScript and SASS Are used to work with UX Designers in an efficient way. You know how to realize their vision, yet challenge it to improve. You shed light of the challenges as well as possibilities to get a rough estimation for suggested solutions. Communicate fluently in English, both spoken and written Have basic UX/Design competence Have experience working with products developed for hosting in AWS Are familiar with code versioning tools like Git and GitLab for continuous integration and deployment Are used to having a design system supporting you in your daily work as well as contributing to the same with new content Are familiar with REST APIs Have experience of writing object-oriented, clean, and maintainable code Enjoy working in an Agile development process applying Scrum or Kanban"
FrontEnd Developer - 111 22 Stockholm - Indeed.com,"Work across our entire tech stack with a focus on web apps developed using ReactJS framework Participate and contribute to design, implementation, testing, deployment and maintenance Work in an Agile scrum process where we constantly tune-up our processes, workflows and making sure that deliverables go beyond end-user expectations Passion for building great user experiences in product offering 3+ years experience in Frontend development with JavaScript Technologies Familiarity using Scrum/Agile development methodologies Experience building responsive applications in JavaScript, ReactJS, NodeJS and CSS3 We are an international organisation so fluency in English is required Pension plan and private health insurance for full-time employees Remote work is allowed Highly experienced, ambitious and inspiring colleagues An international and diverse team driven by financial inclusion in underdeveloped regions Great office location in Stockholm city centre with easy transportation access"
Frontend Developer - 211 22 Malmö - Indeed.com,"Improving performance by finding and fixing bottlenecks in both server and client parts of our application stack. Adopting GraphQL. This includes schema design, migration from existing REST networking and state management with Redux. Legacy project maintenance: upgrading dependencies, implementing Server Side Rendering, migrating to GraphQL, etc. Improving SEO on the sites with the help of Contentful CMS. Conversion and UX improvements. React. Expert knowledge. Hooks, Suspense, and server-side rendering. Emotion + Theme UI. Using theming to build design systems and UI kits. React Router. Mostly v5, but we have apps that still use v3. NodeJS. Mainly for server-side rendering of the React app and the GraphQL server. GraphQL (Apollo Server + URQL). Developing proxy for existing REST API services and migrating frontend apps from Redux. Redux. Would help to navigate and refactor legacy code. Loads of custom middlewares, obscure data fetching with Redux Effects library. npm. As in “package registry”. We have plenty of private packages and we deal with publishing them on a regular basis. Webpack. We use Razzle to avoid dealing with Webpack directly and aim to migrate to NextJS, yet being a Senior Webpack Config Engineer comes handy at times. Circle CI, GitHub Actions, ESLint, Prettier, Semantic Release and other tools to avoid doing boring things and do interesting things instead. We’re lazy and robots must suffer instead of us. Cloud infrastructure. We deploy our products (and backing services) as Docker containers to AWS ECS and Kuberenetes so one might have a chance to perform occasional DevOps blessings. CMS. We use Contenful as our content management system."
Frontend utvecklare - Stockholm - Indeed.com,"HTML, CSS och JavaScript/TypeScript JavaScript-ramverk/bibliotek som React, Angular och/eller Vue.js Node.js och Next.js/Nuxt.js GraphQL SASS/LESS Agila arbetsmetoder som Scrum, Kanban eller SAFe .Net eller Java NPM, Webpack etc. CMS som EpiServer, SiteCore eller SiteVision Tillgänglighet UX/UI Molnbaserade lösningar som AWS, Azure eller Google Cloud"
Frontend utvecklare - Stockholm - Indeed.com,"HTML, CSS och JavaScript/TypeScript JavaScript-ramverk/bibliotek som React, Angular och/eller Vue.js Node.js och Next.js/Nuxt.js GraphQL SASS/LESS Agila arbetsmetoder som Scrum, Kanban eller SAFe .Net eller Java NPM, Webpack etc. CMS som EpiServer, SiteCore eller SiteVision Tillgänglighet UX/UI Molnbaserade lösningar som AWS, Azure eller Google Cloud"
FRONTEND DEVELOPER - Stockholm - Indeed.com,"Git, JavaScript, CSS, HTML Google Analytics and Google Optimize Excellent knowledge of ReactJS In the marketing department, currently transitioning to lean agile development within the SAFE framework Are you based in Sweden? Do you have a work permit in Sweden? When can you join the new job?"
